Source	EgoNetworksCombined	id	Occupation	Political rank	Military rank	RecipientLetterCount by EE ID	AuthorLetterCount by EE ID	Total Letters	CNRS-D ID	Full Name	Full Name Reversed	Particule?	Relationships	Aristo title	Clerical title	Wikipedia URL	VIAF ID	VIAF URL	Academies by VIAF	Wikipedia Image Link	Knowledge Network	Social Network	Professional Network	Religious Network	Academies	Royal Academy	Institut de France	Academy_single	Academiy_single_provincial	Salons	GenderGroup	Nationality	Birth Date	Birth Year	Death Date	Death Year	Birth City	Birth Country	Death City	Death Country	LockeNet	ASmithNet	VoltaireNet	RousseauNet	D'AlembertNet	HumeNet	BenthamNet
EE	Voltaire	duboijosep001396	author,playwright			1	0	1		Joseph Gaspard Dubois-Fontanelle	Dubois-Fontanelle, Joseph Gaspard										Letters_Literary		Cultural								Male	French	1727-00-00	1727	1812-00-00	1812		unknown		unknown	 	 	Voltaire	 	 	 	 
EE	Voltaire	favarmarie001527	actress			1	0	1		Marie Justine Benoîte Favart	Favart, Marie Justine Benoîte					http://en.wikipedia.org/wiki/Marie_Favart	4.6770732E7	http://viaf.org/46770732		upload.wikimedia.org/wikipedia/commons/thumb/d/d9/Justine_Favart.jpg/300px-Justine_Favart.jpg			Artist, Cultural								Female	French	1727-00-00	1727	1772-00-00	1772		unknown		unknown	 	 	Voltaire	 	 	 	 
EE	Voltaire	laujopierr002211	academy member,poet,author,songwriter			1	0	1		Pierre Laujon	Laujon, Pierre					http://en.wikipedia.org/wiki/Pierre_Laujon	1.4779178E7	http://viaf.org/14779178	Institut de France		Letters_Literary	Government	Artist		French Academy	Yes	Yes				Male	French	1/13/1727	1727	7/13/1811	1811	Paris	France		unknown	 	 	Voltaire	 	 	 	 
EE		commephili000718	scientist,naturalist,explorer			0	1	1		Philibert Commerson	Commerson, Philibert					http://en.wikipedia.org/wiki/Philibert_Commerson	4.9234571E7	http://viaf.org/49234571	Académie des sciences	upload.wikimedia.org/wikipedia/commons/thumb/2/22/Commerson_Philibert_1727-1773.png/220px-Commerson_Philibert_1727-1773.png	Sciences_Natural, Sciences				Académie des sciences	Yes		Yes			Male	French	11/18/1727	1727	3/13/1773	1773		France		unknown	 	 	 	 	 	 	 
EE	Rousseau	cuyreadrie002908	courtier,author			0	5	5		Adrien Cuyret de Margency	Cuyret de Margency, Adrien	Yes				http://fr.wikipedia.org/wiki/Adrien_Quiret_de_Margency					Letters_Literary, Letters	Court								Encyclopedistes, Holbach, Epinay	Male	French	1727-00-00	1727				France		unknown	 	 	 	Rousseau	 	 	 
EE	Rousseau	duranfranc023558	scholar,clergyman,preacher,university professor,academic,Huguenot pastor			0	1	1		François Jacob Durand	Durand, François Jacob										Letters_Literary, Letters_Philosophical		Education	Protestant_Non-Anglican_Calvinist							Male	French	1727-00-00	1727	1816-00-00	1816	Normandy	France		unknown	 	 	 	Rousseau	 	 	 
EE		lagalantoi004451	lawyer,civil servant,judge	judge		0	1	1		Antoine Chaumont de La Galaizière	Chaumont de La Galaizière, Antoine	Yes					7381930	http://viaf.org/7381930				Government	Legal								Male	French	1727-00-00	1727	1812-00-00	1812		France		unknown	 	 	 	 	 	 	 
EE		mesnafranc023289	postmaster,civil servant	postmaster		0	1	1		François Mesnard de Conichard	Mesnard de Conichard, François	Yes										Government									Male	French	1727-00-00	1727	10/9/1792	1792		France	La Boissière	France	 	 	 	 	 	 	 
EE		pidanmathi024345	academy member,journalist			0	1	1		Mathieu François Pidansat de Mairobert	Pidansat de Mairobert, Mathieu François	Yes					2.2147021E7	http://viaf.org/22147021			Letters_Literary	Government	Cultural, Legal		Academy of Caen			Yes	Yes		Male	French	2/20/1727	1727	3/27/1779	1779	Chaourne	France	Paris	France	 	 	 	 	 	 	 
CNRS-D	D'Alembert					0	0	0	Adanson	Michel Adanson	Adanson, Michel					http://en.wikipedia.org/wiki/Michel_Adanson	7.3895302E7	http://viaf.org/73895302	Académie des sciences; Institut de France	upload.wikimedia.org/wikipedia/commons/thumb/c/c5/Adanson_Michel_1727-1806.jpg/220px-Adanson_Michel_1727-1806.jpg	Sciences_Natural				Académie des sciences	Yes	Yes				Male	French	1727-00-00	1727	1806-00-00	1806	Aix-en-Provence	 France			 	 	 	 	D'Alembert	 	 
EE	Voltaire	hennipierr001937	diplomat,politician,author	diplomat		165	113	278		Pierre Michel Hennin	Hennin, Pierre Michel						7565916	http://viaf.org/7565916	Académie royale des inscriptions et belles-lettres; Société nationale des antiquaires de France		Letters_Literary, Political economy	Government			Academy of Inscriptions, Société nationale des antiquaires de France	Yes					Male	French	8/30/1728	1728	7/5/1807	1807	Magny-en-Vexin	France		unknown	 	 	Voltaire	 	 	 	 
EE	Rousseau	bremomarie022974	aristocrat			66	81	147		Marie Madeleine de Brémond d'Ars, marquise de Verdelin	Brémond d'Ars, Marie Madeleine de, marquise de Verdelin	Yes		marquise								Aristocracy, Elite									Female	French	4/2/1728	1728	12/18/1810	1810	Cognac	France	Château de Carrouges	France	 	 	 	Rousseau	 	 	 
EE, CNRS-D	D'Alembert, Rousseau	dusaujeanj023556	scholar,politician,academy member,classicist,revolutionary			5	6	11	Dusaulx	Jean Joseph Dusaulx	Dusaulx, Jean Joseph					http://en.wikipedia.org/wiki/Jean_Dussaulx	8.8943083E7	http://viaf.org/88943083	Académie royale des inscriptions et belles-lettres; Institut de France		Letters_Antiquarian, Political economy	Government			Academy of Stanislas, Academy of Inscriptions	Yes	Yes				Male	French	1728-00-00	1728	1799-00-00	1799	Chartres	France	Paris	France	 	 	 	Rousseau	D'Alembert	 	 
EE	Voltaire	esmanantoi001493	civil servant			5	1	6		Antoine Charles Esmangart de Bournonville	Esmangart de Bournonville, Antoine Charles	Yes										Government									Male	French	1728-00-00	1728	1777-00-00	1777		France		unknown	 	 	Voltaire	 	 	 	 
EE	Voltaire	latougodef001064	general,army officer,soldier,aristocrat		high-ranking_general	3	2	5		Godefroy Charles Henri de La Tour d'Auvergne, duc de Bouillon	La Tour d'Auvergne, Godefroy Charles Henri de, duc de Bouillon	Yes		duc								Government, Elite, Military, Aristocracy									Male	French	1/26/1728	1728	12/3/1792	1792		France	Château de Navarre	France	 	 	Voltaire	 	 	 	 
EE	Voltaire	thynicol00001221	general,army officer,soldier,scientist,chemist		high-ranking_general	5	0	5		Nicolas Christiern de Thy, comte de Milly	Thy, Nicolas Christiern de, comte de Milly	Yes		comte			4.6784973E7	http://viaf.org/46784973	Académie des sciences		Sciences_Natural, Sciences	Military, Elite, Aristocracy			Académie des sciences	Yes		Yes			Male	French	6/15/1728	1728	8/18/1784	1784	near Beaujeu	France	Paris	France	 	 	Voltaire	 	 	 	 
EE	Voltaire, Rousseau	eondecharl000879	spy,secret agent,transvestite			2	1	3		Charles Geneviève Louis Auguste André Timothée d'Éon de Beaumont, chevalier d'Éon	Éon de Beaumont, Charles Geneviève Louis Auguste André Timothée d', chevalier d'Éon	Yes		chevalier		http://en.wikipedia.org/wiki/Chevalier_d'Eon	2.2151132E7	http://viaf.org/22151132		upload.wikimedia.org/wikipedia/en/thumb/a/a6/D%27Eon_de_Beaumont_altered_1.png/220px-D%27Eon_de_Beaumont_altered_1.png		Military, Government, Aristocracy	Legal								Male	French	10/5/1728	1728	5/21/1810	1810	Tonnerre	France	London	England	 	 	Voltaire	Rousseau	 	 	 
EE	Voltaire	gargapierr001689	political reformer			1	1	2		Pierre André Gargas	Gargas, Pierre André						4.6894605E7	http://viaf.org/46894605			Political economy										Male	French	1728-00-00	1728	1801-00-00	1801		France		unknown	 	 	Voltaire	 	 	 	 
EE	Voltaire	lafaretien001083	lawyer,academy member,author			2	0	2		Étienne de Lafargue	Lafargue, Étienne de	Yes					1.0087547E7	http://viaf.org/10087547			Letters_Literary, Letters		Legal		Academy of Dieppe			Yes	Yes		Male	French	1728-00-00	1728	1795-00-00	1795		unknown		unknown	 	 	Voltaire	 	 	 	 
EE	Voltaire	moletjeanf001135	aristocrat			2	0	2		Jean François Charles de Molette, comte de Morangiés	Molette, Jean François Charles de, comte de Morangiés	Yes		comte								Military, Elite, Aristocracy, Government									Male	French	2/22/1728	1728	1801-00-00	1801	Château Du Boy	France	Château de Saint-Alban	France	 	 	Voltaire	 	 	 	 
EE	Rousseau	pissonoelj023213	publisher			1	1	2		Noël Jacques Pissot	Pissot, Noël Jacques												Publishing								Male	French	1728-00-00	1728	1788-00-00	1788		France		unknown	 	 	 	Rousseau	 	 	 
EE		deleycarol023797	politician's wife			1	0	1		Caroline Alexandrine Deleyre	Deleyre, Caroline Alexandrine																				Female	French	1728-00-00	1728				France		unknown	 	 	 	 	 	 	 
EE	Voltaire	latoumarie001065	aristocrat			1	0	1		Marie Sophie de La Tour d'Auvergne, princesse de Beauvau-Craon	La Tour d'Auvergne, Marie Sophie de, princesse de Beauvau-Craon	Yes		princesse								Elite, Aristocracy									Female	French	1728-00-00	1728	1763-00-00	1763		France		unknown	 	 	Voltaire	 	 	 	 
EE	Rousseau	morinpierr024615	friar			1	0	1		Pierre Claude Morin de Sainte-Françoise	Morin de Sainte-Françoise, Pierre Claude	Yes												Clergy							Male	French	1728-00-00	1728	1785-00-00	1785		France		unknown	 	 	 	Rousseau	 	 	 
EE		lambejeanf023407	aristocrat,banker			0	0	0		Jean François Lambert	Lambert, Jean François											Aristocracy	Finance-banking								Male	French	1728-00-00	1728	1799-00-00	1799	London	England	London	England	 	 	 	 	 	 	 
EE	Rousseau	loysealexa023338	lawyer			0	3	3		Alexandre Jérôme Loyseau de Mauléon	Loyseau de Mauléon, Alexandre Jérôme	Yes					6.1680877E7	http://viaf.org/61680877				Government	Legal								Male	French	1728-00-00	1728	1771-00-00	1771		France		unknown	 	 	 	Rousseau	 	 	 
EE		montmannem023172	princess,salon hostess			0	0	0		Anne Marie de Montmorency, princesse de Robecq	Montmorency, Anne Marie de, princesse de Robecq	Yes		princesse								Aristocracy, Elite									Female	French	1728-00-00	1728	1760-00-00	1760		France		unknown	 	 	 	 	 	 	 
EE		razinjeanp001173	playwright,librettist			0	1	1		Jean Paul André de Razins, marquis de Saint-Marc	Razins, Jean Paul André de, marquis de Saint-Marc	Yes		marquis							Letters_Literary	Aristocracy, Elite	Artist, Cultural								Male	French	1728-00-00	1728	1818-00-00	1818		France		unknown	 	 	 	 	 	 	 
EE	Voltaire	lekaihenri002313	actor			109	20	129		Henri Louis Lekain	Lekain, Henri Louis					http://en.wikipedia.org/wiki/Lekain	4.4405971E7	http://viaf.org/44405971			Letters_Literary		Artist, Cultural								Male	French	3/31/1729	1729	2/8/1778	1778	Paris	France	Paris	France	 	 	Voltaire	 	 	 	 
EE	Voltaire	latouannem001066	aristocrat			72	2	74		Anne Madeleine Louise de La Tour du Pin, baronne d'Argental	La Tour du Pin, Anne Madeleine Louise de, baronne d'Argental	Yes		baronne								Elite, Aristocracy									Female	French	1729-00-00	1729	1820-00-00	1820		France		unknown	 	 	Voltaire	 	 	 	 
EE, CNRS-D	Voltaire, D'Alembert, Rousseau	sartiantoi001203	statesman	minister		26	30	56	Sartine	Antoine Raymond Jean Gualbert Gabriel de Sartine, comte d'Albi	Sartine, Antoine Raymond Jean Gualbert Gabriel de, comte d'Albi	Yes		comte		http://en.wikipedia.org/wiki/Antoine_de_Sartine	1.9811956E7	http://viaf.org/19811956		upload.wikimedia.org/wikipedia/commons/8/8a/Antoine_de_Sartine.png		Military, Elite, Aristocracy, Government	Cultural								Male	French	7/12/1729	1729	9/7/1801	1801	Barcelona	Spain		unknown	 	 	Voltaire	Rousseau	D'Alembert	 	 
EE, CNRS-D	Voltaire, D'Alembert, Rousseau	claremarca001072	scientist,magistrate,botanist	magistrate		26	4	30	Claret de la Tourrette	Marc Antoine Louis Claret de La Tourrette	Claret de La Tourrette, Marc Antoine Louis	Yes				http://en.wikipedia.org/wiki/Marc_Antoine_Louis_Claret_de_La_Tourrette	1.5123467E7	http://viaf.org/15123467	Académie des sciences, belles-lettres et arts de Lyon		Sciences_Natural, Sciences	Government	Gardening-farming, Legal		Academy of Lyon			Yes	Yes		Male	French	8/11/1729	1729	1793-00-00	1793	Lyons	France	Lyon	France	 	 	Voltaire	Rousseau	D'Alembert	 	 
EE, CNRS-D	Voltaire	lebruponce001470	poet,author			19	7	26	Le Brun	Ponce Denis Ecouchard Lebrun	Lebrun, Ponce Denis Ecouchard					http://en.wikipedia.org/wiki/Ponce_Denis_Écouchard_Lebrun	9857083	http://viaf.org/9857083	Académie des belles-lettres, sciences et arts de La Rochelle; Institut de France		Letters_Literary, Political economy		Artist		Academy of La Rochelle		Yes				Male	French	8/11/1729	1729	8/31/1807	1807	Paris	France		unknown	 	 	Voltaire	 	D'Alembert	 	 
EE	Voltaire	meinefranc002529	civil servant			3	9	12		François Joseph Meiner	Meiner, François Joseph											Government									Male	French	1729-00-00	1729	1783-00-00	1783		France		unknown	 	 	Voltaire	 	 	 	 
EE	Rousseau	ballicharl023731	academy member,playwright			1	2	3		Charles Louis Denis Ballière de Laisement	Ballière de Laisement, Charles Louis Denis	Yes				http://fr.wikipedia.org/wiki/Denis_Balli%C3%A8re_de_Laisement	7.4080398E7	http://viaf.org/74080398			Letters_Literary		Cultural		Academy of Rouen			Yes	Yes		Male	French	1729-00-00	1729	1800-00-00	1800		France		unknown	 	 	 	Rousseau	 	 	 
EE	Voltaire	lacomfranc002191	scholar,police official	police		1	2	3		François Lacombe	Lacombe, François										Letters_Literary, Letters_Antiquarian	Government									Male	French	1729-00-00	1729	1795-00-00	1795	Avignon	France		unknown	 	 	Voltaire	 	 	 	 
EE	Voltaire	maillcharl002449	academy member,judge	judge		2	1	3		Charles Nicolas Maillet Du Boullay	Maillet Du Boullay, Charles Nicolas											Government	Legal		Academy of Rouen			Yes	Yes		Male	French	2/6/1729	1729	9/13/1769	1769	Rouen	France	Château de Boullay-Morin	France	 	 	Voltaire	 	 	 	 
EE		patuclaud0002763	playwright,translator			1	2	3		Claude Pierre Patu	Patu, Claude Pierre						1.7241478E7	http://viaf.org/17241478			Letters_Literary		Cultural, Legal								Male	French	1729-10-00	1729	8/20/1757	1757	Paris	France	Saint-Jean-de-Maurienne	France	 	 	 	 	 	 	 
EE	Voltaire	valbejosep001231	general,army officer,soldier,aristocrat,civil servant		high-ranking_general	1	2	3		Joseph Alphonse Omer de Valbelle-Oraison, marquis de Tourves	Valbelle-Oraison, Joseph Alphonse Omer de, marquis de Tourves	Yes		marquis								Government, Military, Elite, Aristocracy									Male	French	1729-00-00	1729	1778-11-00	1778		France	Paris	France	 	 	Voltaire	 	 	 	 
EE	Voltaire	charlphili000606	army officer,soldier,aristocrat,governor,provincial governor	governor	officer	1	1	2		Philippe Antoine Gabriel Victor Charles de La Tour Du Pin, marquis de La Tour Du Pin de La Charce	La Tour Du Pin, Philippe Antoine Gabriel Victor Charles de, marquis de La Tour Du Pin de La Charce	Yes		marquis								Government, Military, Elite, Aristocracy									Male	French	1729-00-00	1729	1794-00-00	1794		France		unknown	 	 	Voltaire	 	 	 	 
EE	Rousseau	liotapierr023349	soldier,scientist,botanist,weaver			2	0	2		Pierre Liotard	Liotard, Pierre										Sciences_Natural, Sciences	Military	Gardening-farming, Artisan								Male	French	1729-00-00	1729	1796-00-00	1796	Saint-Étienne de Crossey	France		unknown	 	 	 	Rousseau	 	 	 
EE	Voltaire	prostantoi002897	lawyer			2	0	2		Antoine François Prost de Royer	Prost de Royer, Antoine François	Yes					1.4803805E7	http://viaf.org/14803805			Political economy	Government	Legal								Male	French	9/5/1729	1729	9/21/1784	1784	Lyon	France	Lyon	France	 	 	Voltaire	 	 	 	 
EE	Voltaire	clugnjeane000966	colonial governor,civil servant	governor		1	0	1		Jean Étienne Bernard de Clugny, baron de Nuits-sur-Armançon	Clugny, Jean Étienne Bernard de, baron de Nuits-sur-Armançon	Yes		baron								Aristocracy, Elite, Government									Male	French	10/20/1729	1729	10/18/1776	1776		Guadeloupe	Paris	France	 	 	Voltaire	 	 	 	 
EE	Voltaire	estaicharl000603	aristocrat			1	0	1		Charles Hector d'Estaing, comte d'Estaing	Estaing, Charles Hector d', comte d'Estaing	Yes		comte								Military, Elite, Aristocracy									Male	French	1729-00-00	1729	1794-00-00	1794		France		unknown	 	 	Voltaire	 	 	 	 
EE		galantoi00023513	clergyman,Huguenot pastor			1	0	1		Antoine Gal	Gal, Antoine													Protestant_Non-Anglican_Calvinist							Male	French	1729-00-00	1729	1796-00-00	1796		France		unknown	 	 	 	 	 	 	 
EE	Rousseau	lastifranc023391	general,army officer,soldier,aristocrat		high-ranking_general	1	0	1		François de Lastic, comte de Lastic	Lastic, François de, comte de Lastic	Yes		comte								Military, Elite, Aristocracy									Male	French	1729-00-00	1729				France		unknown	 	 	 	Rousseau	 	 	 
EE		dauphlouis023344	prince			0	1	1		Louis, dauphin de France	Louis, dauphin de France	Yes					2.64671038E8	http://viaf.org/264671038				Aristocracy, Elite, Government									Male	French	9/4/1729	1729	12/20/1765	1765	Versailles	France	Fontainebleau	France	 	 	 	 	 	 	 
EE		jussifranc023433	magistrate	magistrate		0	1	1		François Mamert de Jussieu	Jussieu, François Mamert de	Yes					3.6909649E7	http://viaf.org/36909649				Government	Legal								Male	French	1729-00-00	1729	1797-00-00	1797		France		unknown	 	 	 	 	 	 	 
EE	Rousseau	lecoijeanl023375	army officer,soldier		officer	0	1	1		Jean Louis Le Cointe, seigneur de Marcillac	Le Cointe, Jean Louis, seigneur de Marcillac	Yes		seigneur							Letters_Literary	Military, Aristocracy									Male	French	7/28/1729	1729				France		unknown	 	 	 	Rousseau	 	 	 
EE	Rousseau	perripierr002799	army officer,soldier		officer	0	1	1		Pierre Michel Perrin de Grandpré	Perrin de Grandpré, Pierre Michel	Yes										Military									Male	French	5/8/1729	1729	1779-00-00	1779	Moissac	France		unknown	 	 	 	Rousseau	 	 	 
EE		rohanmarie001182	aristocrat			0	0	0		Marie Charlotte de Rohan-Chabot, princesse de Beauvau-Craon	Rohan-Chabot, Marie Charlotte de, princesse de Beauvau-Craon	Yes		princesse								Aristocracy, Elite									Female	French	1729-00-00	1729	1807-00-00	1807		France		unknown	 	 	 	 	 	 	 
EE	Rousseau	sirejjeanl023104	lawyer			0	1	1		Jean Louis Sirejean Du Reclus	Sirejean Du Reclus, Jean Louis												Legal								Male	French	1729-00-00	1729	11/18/1815	1815	Pont-à-Mousson	France	Nancy	France	 	 	 	Rousseau	 	 	 
CNRS-D	D'Alembert					0	0	0	Beauvau-Craon Marie-Sylvie	Marie-Sylvie de Rohan Chabot, princesse Charles-Just de Beauvau-Craon	Rohan Chabot, Marie-Sylvie de 	Yes		princesse								Aristocracy, Elite									Female	French	1729-00-00	1729	1807-00-00	1807					 	 	 	 	 	 	 
EE	Rousseau	alissmarie022984	unknown			56	111	167		Marie Anne Alissan de La Tour	Alissan de La Tour, Marie Anne	Yes					3.9518723E7	http://viaf.org/39518723			Letters_Literary	Elite									Female	French	1730-00-00	1730	1789-00-00	1789		France		unknown	 	 	 	Rousseau	 	 	 
EE	Voltaire	chabamiche000939	academy member,playwright,composer			77	1	78		Michel Paul Guy de Chabanon	Chabanon, Michel Paul Guy de	Yes				http://en.wikipedia.org/wiki/Michel_Paul_Guy_de_Chabanon	2.4696898E7	http://viaf.org/24696898	Académie française; Académie royale des inscriptions et belles-lettres	upload.wikimedia.org/wikipedia/commons/thumb/4/4f/Michel_Paul_Guy_de_Chabanon.jpg/220px-Michel_Paul_Guy_de_Chabanon.jpg	Letters_Literary		Artist, Cultural		French Academy, Academy of Inscriptions	Yes					Male	French	1730-00-00	1730	6/10/1792	1792		Haiti		unknown	 	 	Voltaire	 	 	 	 
EE	Voltaire, Rousseau	lalivelisa022972	aristocrat,poet,author,salon hostess			31	33	64		Élisabeth Françoise Sophie de La Live de Bellegarde, comtesse d'Houdetot	La Live de Bellegarde, Élisabeth Françoise Sophie de, comtesse d'Houdetot	Yes		comtesse		http://en.wikipedia.org/wiki/Sophie_d'Houdetot	6.4772846E7	http://viaf.org/64772846		http://upload.wikimedia.org/wikipedia/commons/3/33/Elisabeth_La_Live_de_Bellgarde.jpg	Letters_Literary, Letters	Elite, Aristocracy	Artist							Epinay, Houdetot	Female	French	12/18/1730	1730	1/28/1813	1813	Paris	France	Paris	France	 	 	Voltaire	Rousseau	 	 	 
EE, CNRS-D	Voltaire, D'Alembert	palischarl002738	playwright,satirist			25	20	45	Palissot de Montenoy	Charles Palissot de Montenoy	Palissot de Montenoy, Charles	Yes					4.1844665E7	http://viaf.org/41844665	Académie de Stanislas; Institut de France		Letters_Literary		Cultural, Artist		Academy of Stanislas		Yes				Male	French	1730-00-00	1730	1814-00-00	1814	Nancy	France	Paris	France	 	 	Voltaire	 	D'Alembert	 	 
EE, CNRS-D	Voltaire, D'Alembert, Rousseau	dutenvince001456	academy member,author,diplomatic official	diplomat		25	15	40	Dutens	Vincent Louis Dutens	Dutens, Vincent Louis					http://en.wikipedia.org/wiki/Louis_Dutens	1.4779735E7	http://viaf.org/viaf/14779735/	Académie royale des inscriptions et belles-lettres		Letters_Literary	Government		Clergy	Royal Society, Academy of Inscriptions	Yes					Male	French	1/15/1730	1730	5/23/1812	1812	Mer	France	London	England	 	 	Voltaire	Rousseau	D'Alembert	 	 
EE, CNRS-D	Voltaire, D'Alembert	duvertheop001462	academic,college principal,author			14	1	15	Duvernet	Théophile Imarigeon Duvernet	Duvernet, Théophile Imarigeon						6.9392551E7	http://viaf.org/69392551			Letters_Literary		Education								Male	French	1730-00-00	1730	1796-00-00	1796	Ambert	France		unknown	 	 	Voltaire	 	 	 	 
EE	Voltaire	varenphili003414	author,civil servant			14	0	14		Philibert Charles Marie Varenne de Fénille	Varenne de Fénille, Philibert Charles Marie	Yes					3.7011203E7	http://viaf.org/37011203	Académie d'agriculture de France		Letters_Literary, Sciences_Natural	Government			Académie d'agriculture de France	Yes		Yes			Male	French	1730-00-00	1730	1794-00-00	1794		France		unknown	 	 	Voltaire	 	 	 	 
EE	Rousseau	dupinlouis023625	financier's wife			2	9	11		Louise Alexandrine Julie Dupin de Chenonceaux	Dupin de Chenonceaux, Louise Alexandrine Julie	Yes										Elite, Aristocracy									Female	French	1730-00-00	1730	1776-00-00	1776		France		unknown	 	 	 	Rousseau	 	 	 
EE	Voltaire	choisbeatr000960	aristocrat,bibliophile			8	0	8		Béatrix de Choiseul-Stainville, duchesse de Gramont	Choiseul-Stainville, Béatrix de, duchesse de Gramont	Yes		duchesse							Collector	Elite, Aristocracy									Female	French	1730-00-00	1730	4/22/1794	1794		France	Paris	France	 	 	Voltaire	 	 	 	 
EE		choffpierr023622	engraver,illustrator			1	5	6		Pierre Philippe Choffard	Choffard, Pierre Philippe						4.4296876E7	http://viaf.org/44296876			Letters		Artist								Male	French	3/19/1730	1730	3/7/1809	1809	Paris	France		unknown	 	 	 	 	 	 	 
EE	Rousseau	marqulouis023709	army officer,soldier,aristocrat		officer	6	0	6		Louis Jacques Marie de Beffroi de La Grange-aux-Bois, marquis de Beffroi de La Grange-aux-Bois	Beffroi de La Grange-aux-Bois, Louis Jacques Marie de, marquis de Beffroi de La Grange-aux-Bois	Yes		marquis								Military, Elite, Aristocracy									Male	French	1730-00-00	1730	1794-00-00	1794		France		unknown	 	 	 	Rousseau	 	 	 
EE	Voltaire	dumesannel001453	author			3	2	5		Anne Louise Élie de Beaumont	Élie de Beaumont, Anne Louise	Yes									Letters_Literary										Female	French	1730-00-00	1730	1/12/1783	1783	Caen	France	Paris	France	 	 	Voltaire	 	 	 	 
EE	Rousseau	lucadjeand023337	merchant			2	2	4		Jean Daniel Lucadou	Lucadou, Jean Daniel												Trade-merchant								Male	French	1730-00-00	1730				France		unknown	 	 	 	Rousseau	 	 	 
EE		flahacharl023748	aristocrat,civil servant			1	1	2		Charles Claude de Flahaut de La Billarderie, comte d'Angivillier	Flahaut de La Billarderie, Charles Claude de, comte d'Angivillier	Yes		comte								Government, Aristocracy, Elite									Male	French	1730-00-00	1730	1809-00-00	1809		France		Germany	 	 	 	 	 	 	 
EE	Voltaire	guillcharl001866	civil servant			2	0	2		Charles Alexandre Guillaumot	Guillaumot, Charles Alexandre						6.8966995E7	http://viaf.org/68966995	Académie royale d'architecture			Government			Académie royale d'architecture	Yes		Yes			Male	French	1730-00-00	1730	1807-00-00	1807		unknown		unknown	 	 	Voltaire	 	 	 	 
EE	Rousseau	montmmarie004658	aristocrat			1	1	2		Marie Anne Philippine Thérèse de Montmorency, duchesse de Boufflers	Montmorency, Marie Anne Philippine Thérèse de, duchesse de Boufflers	Yes		duchesse								Aristocracy, Elite									Female	French	1730-00-00	1730	1797-00-00	1797		France		unknown	 	 	 	Rousseau	 	 	 
EE	Voltaire	roubapierr003034	journalist,grammarian			1	1	2		Pierre Joseph André Roubaud	Roubaud, Pierre Joseph André										Letters_Literary, Political economy		Cultural, Education	Catholic_Jesuit							Male	French	1730-00-00	1730	1789-00-00	1789	Avignon	France	Paris	France	 	 	Voltaire	 	 	 	 
EE		sallelouis003087	merchant			1	1	2		Louis Salles	Salles, Louis												Trade-merchant								Male	French	1730-00-00	1730	1792-00-00	1792		France		unknown	 	 	 	 	 	 	 
EE	Voltaire	bricanicol000431	author,essayist			1	0	1		Nicolas Bricaire de La Dixmerie	Bricaire de La Dixmerie, Nicolas	Yes					9950099	http://viaf.org/9950099			Letters_Literary									Neuf Sœurs	Male	French	1730-00-00	1730	11/26/1791	1791	Lamothe	France	Paris	France	 	 	Voltaire	 	 	 	 
EE	Voltaire	baudenicol000222	theologian,economist			1	0	1		Nicolas Baudeau	Baudeau, Nicolas						1.03210397E8	http://viaf.org/103210397			Letters_Religious, Political economy			Clergy							Male	French	4/25/1730	1730	1792-00-00	1792	Amboise	France	Paris	France	 	 	Voltaire	 	 	 	 
EE	Voltaire	bossucharl000367	mathematician			1	0	1		Charles Bossut	Bossut, Charles					http://en.wikipedia.org/wiki/Charles_Bossut	1.7320036E7	http://viaf.org/17320036	Académie des sciences; Institut de France	upload.wikimedia.org/wikipedia/commons/thumb/2/28/Bossut.jpeg/220px-Bossut.jpeg	Sciences_Mathematical		Education								Male	French	1730-00-00	1730	1814-00-00	1814		unknown		unknown	 	 	Voltaire	 	 	 	 
EE	Voltaire	contaandre000722	author,translator			1	0	1		André Guillaume Contant d'Orville	Contant d'Orville, André Guillaume	Yes					1.4779607E7	http://viaf.org/14779607			Letters_Literary		Cultural								Male	French	1730-00-00	1730	1800-00-00	1800	Paris	France	Paris	France	 	 	Voltaire	 	 	 	 
EE		lepellouis002268	politician,lawyer,civil servant			1	0	1		Louis Le Peletier de Morfontaine, marquis de Montmélian	Le Peletier de Morfontaine, Louis, marquis de Montmélian	Yes		marquis							Political economy	Government, Aristocracy, Elite	Legal								Male	French	1730-00-00	1730	1799-00-00	1799		France		unknown	 	 	 	 	 	 	 
EE	Voltaire	lubercharl002392	clergyman,antiquarian			1	0	1		Charles François Lubersac de Livron	Lubersac de Livron, Charles François	Yes					2.4696252E7	http://viaf.org/24696252			Letters_Literary, Letters_Antiquarian, Political economy			Catholic_Clergy							Male	French	1730-00-00	1730	1804-00-00	1804	Château de Palmanteau	France	London	England	 	 	Voltaire	 	 	 	 
EE	Voltaire	seroujeanb003069	historian,archaeologist			1	0	1		Jean Baptiste Louis Georges Séroux d'Agincourt	Séroux d'Agincourt, Jean Baptiste Louis Georges	Yes				http://en.wikipedia.org/wiki/Jean_Baptiste_d'Agincourt	6.6737037E7	http://viaf.org/66737037	Institut de France		Letters_Literary, Letters_Antiquarian	Government, Elite					Yes	Yes			Male	French	4/5/1730	1730	9/24/1814	1814	Beauvais	France	Rome	Italy	 	 	Voltaire	 	 	 	 
